timestamp,name,result,distance
2026-07-30 03:01:08,unknown,FAIL_NO_FACE,
2026-07-30 03:01:10,Joyti,SUCCESS,0.3761
2026-07-30 03:01:11,Joyti,SUCCESS,0.3916
2026-07-30 03:01:12,Joyti,SUCCESS,0.3716
2026-07-30 03:01:13,Joyti,SUCCESS,0.3628
2026-07-30 03:01:14,Joyti,SUCCESS,0.3601
2026-07-30 03:01:15,Joyti,SUCCESS,0.3611
2026-07-30 03:01:16,Joyti,SUCCESS,0.3551
2026-07-30 03:01:17,Joyti,SUCCESS,0.3510
2026-07-30 03:01:18,Joyti,SUCCESS,0.3515
2026-07-30 03:01:19,Joyti,SUCCESS,0.3456
2026-07-30 03:01:20,Joyti,SUCCESS,0.3354
2026-07-30 03:01:21,Joyti,SUCCESS,0.3308
2026-07-30 03:01:22,Joyti,SUCCESS,0.3533
2026-07-30 03:01:23,Joyti,SUCCESS,0.3506
2026-07-30 03:01:24,Joyti,SUCCESS,0.3509
2026-07-30 03:01:25,Joyti,SUCCESS,0.3272
2026-07-30 03:01:26,Joyti,SUCCESS,0.3519
2026-07-30 03:01:27,unknown,FAIL_NO_FACE,
2026-07-30 03:01:29,Joyti,SUCCESS,0.4202
2026-07-30 03:01:30,Joyti,SUCCESS,0.3549
2026-07-30 03:01:31,Joyti,SUCCESS,0.3804
2026-07-30 03:01:32,Joyti,SUCCESS,0.3933
2026-07-30 03:01:33,Joyti,SUCCESS,0.3721
2026-07-30 03:01:34,Joyti,SUCCESS,0.3742
2026-07-30 03:01:35,Joyti,SUCCESS,0.3902
2026-07-30 03:01:36,Joyti,SUCCESS,0.3955
2026-07-30 03:01:37,Joyti,SUCCESS,0.3855
2026-07-30 03:01:38,Joyti,SUCCESS,0.3863
2026-07-30 03:01:39,Joyti,SUCCESS,0.3639
2026-07-30 03:01:40,Joyti,SUCCESS,0.3705
2026-07-30 03:01:41,Joyti,SUCCESS,0.3806
2026-07-30 03:01:42,Joyti,SUCCESS,0.3877
2026-07-30 03:01:44,Joyti,SUCCESS,0.3582
2026-07-30 03:01:45,Joyti,SUCCESS,0.3280
2026-07-30 03:01:46,Joyti,SUCCESS,0.3286
2026-07-30 03:01:47,Joyti,SUCCESS,0.3190
2026-07-30 03:01:48,Joyti,SUCCESS,0.3398
2026-07-30 03:01:49,Joyti,SUCCESS,0.3460
2026-07-30 03:01:50,Joyti,SUCCESS,0.3425
2026-07-30 03:01:51,Joyti,SUCCESS,0.3029
2026-07-30 03:01:52,Joyti,SUCCESS,0.3536
2026-07-30 03:01:53,unknown,FAIL_NO_MATCH,0.7345
2026-07-30 03:01:54,unknown,FAIL_NO_FACE,
2026-07-30 03:01:55,unknown,FAIL_NO_FACE,
2026-07-30 03:01:56,unknown,FAIL_NO_FACE,
2026-07-30 03:01:57,unknown,FAIL_NO_FACE,
2026-07-30 03:01:58,unknown,FAIL_NO_FACE,
2026-07-30 03:01:59,unknown,FAIL_NO_FACE,
2026-07-30 03:02:00,unknown,FAIL_NO_FACE,
2026-07-30 03:02:01,Joyti,SUCCESS,0.2824
2026-07-30 03:02:02,unknown,FAIL_NO_FACE,
2026-07-30 03:02:03,unknown,FAIL_NO_FACE,
2026-07-30 03:02:04,unknown,FAIL_NO_FACE,
2026-07-30 03:02:05,unknown,FAIL_NO_FACE,
2026-07-30 03:02:07,unknown,FAIL_NO_FACE,
2026-07-30 03:02:08,unknown,FAIL_NO_FACE,
2026-07-30 03:02:09,unknown,FAIL_NO_FACE,
2026-07-30 03:02:10,unknown,FAIL_NO_FACE,
2026-07-30 03:02:11,unknown,FAIL_NO_FACE,
2026-07-30 03:02:12,unknown,FAIL_NO_FACE,
2026-07-30 03:02:13,unknown,FAIL_NO_FACE,
2026-07-30 03:02:14,unknown,FAIL_NO_FACE,
2026-07-30 03:02:15,unknown,FAIL_NO_FACE,
2026-07-30 03:02:16,unknown,FAIL_NO_FACE,
2026-07-30 03:02:17,unknown,FAIL_NO_FACE,
2026-07-30 03:02:18,unknown,FAIL_NO_FACE,
2026-07-30 03:02:19,unknown,FAIL_NO_FACE,
2026-07-30 03:02:20,unknown,FAIL_NO_FACE,
2026-07-30 03:02:21,unknown,FAIL_NO_FACE,
2026-07-30 03:02:22,unknown,FAIL_NO_FACE,
2026-07-30 03:02:23,unknown,FAIL_NO_FACE,
2026-07-30 03:02:25,unknown,FAIL_NO_FACE,
2026-07-30 03:02:26,unknown,FAIL_NO_FACE,
2026-07-30 03:02:27,unknown,FAIL_NO_FACE,
2026-07-30 03:02:28,unknown,FAIL_NO_FACE,
2026-07-30 03:02:29,unknown,FAIL_NO_FACE,
2026-07-30 03:02:30,unknown,FAIL_NO_FACE,
2026-07-30 03:02:31,unknown,FAIL_NO_FACE,
2026-07-30 03:02:32,unknown,FAIL_NO_FACE,
2026-07-30 03:02:33,unknown,FAIL_NO_FACE,
2026-07-30 03:02:34,unknown,FAIL_NO_FACE,
2026-07-30 03:02:35,unknown,FAIL_NO_FACE,
2026-07-30 03:02:36,unknown,FAIL_NO_FACE,
2026-07-30 03:02:37,unknown,FAIL_NO_FACE,
2026-07-30 03:02:38,unknown,FAIL_NO_FACE,
2026-07-30 03:02:39,unknown,FAIL_NO_FACE,
2026-07-30 03:02:40,unknown,FAIL_NO_FACE,
2026-07-30 03:02:41,unknown,FAIL_NO_FACE,
2026-07-30 03:02:43,unknown,FAIL_NO_FACE,
2026-07-30 03:02:44,unknown,FAIL_NO_FACE,
2026-07-30 03:02:45,unknown,FAIL_NO_FACE,
2026-07-30 03:02:46,unknown,FAIL_NO_FACE,
2026-07-30 03:02:47,unknown,FAIL_NO_FACE,
2026-07-30 03:02:48,unknown,FAIL_NO_FACE,
2026-07-30 03:02:49,unknown,FAIL_NO_FACE,
2026-07-30 03:02:50,unknown,FAIL_NO_FACE,
2026-07-30 03:02:51,unknown,FAIL_NO_FACE,
2026-07-30 03:02:52,unknown,FAIL_NO_FACE,
2026-07-30 03:02:53,unknown,FAIL_NO_FACE,
2026-07-30 03:02:54,unknown,FAIL_NO_FACE,
2026-07-30 03:02:55,unknown,FAIL_NO_FACE,
2026-07-30 03:02:56,unknown,FAIL_NO_FACE,
2026-07-30 03:02:58,unknown,FAIL_NO_FACE,
2026-07-30 03:02:59,unknown,FAIL_NO_FACE,
2026-07-30 03:03:01,Joyti,SUCCESS,0.3043
2026-07-30 03:03:02,Joyti,SUCCESS,0.2955
2026-07-30 03:03:02,Joyti,SUCCESS,0.2872
2026-07-30 03:03:03,unknown,FAIL_NO_FACE,
2026-07-30 03:03:04,unknown,FAIL_NO_FACE,
2026-07-30 03:03:05,unknown,FAIL_NO_FACE,
2026-07-30 03:03:06,unknown,FAIL_NO_FACE,
2026-07-30 03:03:07,Joyti,SUCCESS,0.2851
2026-07-30 03:03:08,Joyti,SUCCESS,0.3436
2026-07-30 03:03:09,unknown,FAIL_NO_FACE,
2026-07-30 03:03:10,unknown,FAIL_NO_FACE,
2026-07-30 03:03:11,Joyti,SUCCESS,0.2939
2026-07-30 03:03:13,Joyti,SUCCESS,0.3293
2026-07-30 03:03:14,Joyti,SUCCESS,0.3040
2026-07-30 03:03:15,Joyti,SUCCESS,0.3316
2026-07-30 03:03:16,Joyti,SUCCESS,0.3238
2026-07-30 03:03:17,Joyti,SUCCESS,0.3125
2026-07-30 03:03:18,unknown,FAIL_NO_FACE,
2026-07-30 03:03:19,Joyti,SUCCESS,0.3602
2026-07-30 03:03:20,unknown,FAIL_NO_FACE,
2026-07-30 03:03:21,unknown,FAIL_NO_FACE,
2026-07-30 03:03:22,unknown,FAIL_NO_FACE,
2026-07-30 03:03:23,unknown,FAIL_NO_FACE,
2026-07-30 03:03:24,unknown,FAIL_NO_FACE,
2026-07-30 03:03:25,unknown,FAIL_NO_FACE,
2026-07-30 03:03:26,unknown,FAIL_NO_FACE,
2026-07-30 03:03:30,Joyti,SUCCESS,0.2932
2026-07-30 03:03:31,Joyti,SUCCESS,0.3005
2026-07-30 03:03:31,unknown,FAIL_NO_FACE,
2026-07-30 03:03:33,Joyti,SUCCESS,0.3109
2026-07-30 03:03:33,unknown,FAIL_NO_FACE,
2026-07-30 03:03:34,unknown,FAIL_NO_FACE,
2026-07-30 03:03:35,unknown,FAIL_NO_FACE,
2026-07-30 03:03:36,unknown,FAIL_NO_FACE,
2026-07-30 03:03:37,unknown,FAIL_NO_FACE,
2026-07-30 03:03:38,unknown,FAIL_NO_FACE,
2026-07-30 03:03:39,unknown,FAIL_NO_FACE,
2026-07-30 03:03:40,unknown,FAIL_NO_FACE,
2026-07-30 03:03:42,unknown,FAIL_NO_FACE,
2026-07-30 03:03:43,unknown,FAIL_NO_FACE,
2026-07-30 03:03:44,unknown,FAIL_NO_FACE,
2026-07-30 03:03:45,unknown,FAIL_NO_FACE,
2026-07-30 03:03:46,Joyti,SUCCESS,0.2967
2026-07-30 03:03:47,unknown,FAIL_NO_FACE,
2026-07-30 03:03:48,unknown,FAIL_NO_FACE,
2026-07-30 03:03:49,unknown,FAIL_NO_FACE,
2026-07-30 03:03:50,unknown,FAIL_NO_FACE,
2026-07-30 03:03:51,unknown,FAIL_NO_FACE,
2026-07-30 03:03:52,unknown,FAIL_NO_FACE,
2026-07-30 03:03:53,unknown,FAIL_NO_FACE,
2026-07-30 03:03:54,unknown,FAIL_NO_FACE,
2026-07-30 03:03:56,unknown,FAIL_NO_FACE,
2026-07-30 03:03:57,unknown,FAIL_NO_FACE,
2026-07-30 03:03:58,unknown,FAIL_NO_FACE,
2026-07-30 03:03:59,unknown,FAIL_NO_FACE,
2026-07-30 03:04:00,unknown,FAIL_NO_FACE,
2026-07-30 03:04:01,unknown,FAIL_NO_FACE,
2026-07-30 03:04:02,unknown,FAIL_NO_FACE,
2026-07-30 03:04:03,unknown,FAIL_NO_FACE,
2026-07-30 03:04:04,unknown,FAIL_NO_FACE,
2026-07-30 03:04:05,Joyti,SUCCESS,0.3950
2026-07-30 03:04:06,Joyti,SUCCESS,0.4293
2026-07-30 03:04:07,Joyti,SUCCESS,0.4069
2026-07-30 03:04:09,Joyti,SUCCESS,0.3511
2026-07-30 03:04:09,Joyti,SUCCESS,0.3675
2026-07-30 03:04:10,Joyti,SUCCESS,0.3812
2026-07-30 03:04:11,unknown,FAIL_NO_FACE,
2026-07-30 03:04:12,unknown,FAIL_NO_FACE,
2026-07-30 03:04:13,unknown,FAIL_NO_FACE,
2026-07-30 03:04:14,unknown,FAIL_NO_FACE,
2026-07-30 03:04:15,unknown,FAIL_NO_FACE,
2026-07-30 03:04:16,unknown,FAIL_NO_FACE,
2026-07-30 03:04:17,unknown,FAIL_NO_FACE,
2026-07-30 03:04:19,unknown,FAIL_NO_FACE,
2026-07-30 03:04:20,unknown,FAIL_NO_FACE,
2026-07-30 03:04:21,unknown,FAIL_NO_FACE,
2026-07-30 03:04:22,unknown,FAIL_NO_FACE,
2026-07-30 03:04:23,unknown,FAIL_NO_FACE,
2026-07-30 03:04:24,unknown,FAIL_NO_FACE,
2026-07-30 03:04:25,unknown,FAIL_NO_FACE,
2026-07-30 03:04:26,unknown,FAIL_NO_FACE,
2026-07-30 03:04:27,unknown,FAIL_NO_FACE,
2026-07-30 03:04:28,unknown,FAIL_NO_FACE,
2026-07-30 03:04:29,unknown,FAIL_NO_FACE,
2026-07-30 03:04:30,unknown,FAIL_NO_FACE,
2026-07-30 03:04:31,unknown,FAIL_NO_FACE,
2026-07-30 03:04:32,unknown,FAIL_NO_FACE,
2026-07-30 03:04:33,unknown,FAIL_NO_FACE,
2026-07-30 03:04:34,unknown,FAIL_NO_FACE,
2026-07-30 03:04:35,unknown,FAIL_NO_FACE,
2026-07-30 03:04:36,unknown,FAIL_NO_FACE,
2026-07-30 03:04:37,unknown,FAIL_NO_FACE,
2026-07-30 03:04:38,unknown,FAIL_NO_FACE,
2026-07-30 03:04:39,unknown,FAIL_NO_FACE,
2026-07-30 03:04:41,unknown,FAIL_NO_FACE,
2026-07-30 03:04:42,unknown,FAIL_NO_FACE,
2026-07-30 03:04:43,unknown,FAIL_NO_FACE,
2026-07-30 03:04:44,unknown,FAIL_NO_FACE,
2026-07-30 03:04:45,unknown,FAIL_NO_FACE,
2026-07-30 03:04:46,unknown,FAIL_NO_FACE,
2026-07-30 03:04:47,unknown,FAIL_NO_FACE,
2026-07-30 03:04:48,unknown,FAIL_NO_FACE,
2026-07-30 03:04:49,unknown,FAIL_NO_FACE,
2026-07-30 03:04:50,unknown,FAIL_NO_FACE,
2026-07-30 03:04:51,unknown,FAIL_NO_FACE,
2026-07-30 03:04:52,unknown,FAIL_NO_FACE,
2026-07-30 03:04:53,unknown,FAIL_NO_FACE,
2026-07-30 03:04:54,unknown,FAIL_NO_FACE,
2026-07-30 03:04:55,unknown,FAIL_NO_FACE,
